Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,age_category,rating_category,result
1072,41,No shape,"This dress looked super cute in the picture and on the model. i ordered the petite style and it was still so big and way too loose. no shape whatsoever! i unfortunately had to return it. i love loose dresses but this one was way too big, loose and had no shape at all.",2,0,2,General Petite,Dresses,Dresses,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":268,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress looked super cute"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""i unfortunately had to return it"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love loose dresses but this one was way too big"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
872,32,Very cute,Very versatile top! i feel like i could dress it up or down. fits very nice and the material is soft.,5,1,0,General Petite,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":101,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""fits very nice and the material is soft"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
912,50,Love this wool seamed vest,"I feel fabulous in this plum and charcoal vest. i am 5/9"" and the m'l is the perfect length and size. i was initially attracted by the external seams (and color) and was delighted with the silhouette and soft structure of the wool blend fabric. it is versatile and yet a kind of signature piece that i will wear with joy. .",5,1,3,General,Tops,Fine gauge,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":323,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the perfect length and size"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
862,37,Good summer tank,This will be a great summer staple.  good fit and very comfortable.  may go back and buy another color,5,1,0,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":102,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""very comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""may go back"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1072,39,Love!,"This dress is a vintage 20s drop hem style, not meant to be tight to form.  that said, the bottom is loose so may want to size down.  5'2, 145 lbs= s.  i bought the neutral- navy pattern and it is absolutely gorgeus!  hints of peach and beautiful lace detail.  i literally got compliments all day long- from friends and strangers.  i paired it with a dark denim jacket.  absolute must have for sale price.",5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":405,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress is a vintage 20s drop hem style"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""that said"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i paired it with a dark denim jacket"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
862,28,"Shrinks, shrinks, shrinks","I purchased this top in the rose and steel blue colors even though the majority of reviews says it shrinks even when you wash per the instructions. i called the local retailer store first to see if it could be returned if this happened and they said yes, no problem. well the reviews are correct. i washed just the rose colored top so i could compare it to the steel blue if it did shrink. i am returning them this evening. i will not take the time or spend the money to dry clean a tank. it is made ve",1,0,1,General,Tops,Knits,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":502,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I purchased"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""this top in the rose"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1092,51,Beautiful,"This dress is very flattering. i am writing a review to share my experience regarding sizing. i am 5'7"" and wear 34a.  i tried on a size 0 that was at the store as a return and there was about a 3 inch gap to get the side zip closed. although i  normally wear a size 2, i ordered size 4 because of my experience with the dress at the store.  the size 4 is slightly big across the bust but looks ok. i think the size 2 would've been too tight.",5,1,3,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":442,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress is very flattering"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i  normally wear a size 2"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i think the size 2 would\'ve been too tight"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
896,48,Gorgeous,Love this sweater! great for work. very soft and comfortable. color is gorgeous!,5,1,0,General,Tops,Fine gauge,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":80,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love this sweater"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""very soft and comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""color is gorgeous"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
872,36,Upholstery fabric,"Super thick material and it's lined with cotton so as not to be scratchy on the skin. it looks cute on, hopefully it will soften over time. almost thick like upholstery fabric.",4,1,1,General Petite,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":176,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Super thick material"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""it looks cute on"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""almost thick like upholstery fabric"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1072,36,"Short dress? long sleeves? yes, please!","I love tiny's aesthetic--sweet, feminine, yet always with a slightly sexy edge. this dress doesn't disappoint! during 90% of the year, i'm always cold. finding cute dresses with long-sleeves is almost as challenging as finding a unicorn. this dress is near casual perfection. i plan to wear it on breezy summer nights on a cruise to greece i have coming up. it would also be a perfect spring/fall dress before the seasons change or could be worn in winder with tights and a cardigan. see, near perfec",5,1,2,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I love tiny\'s aesthetic--sweet, feminine"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""a slightly sexy edge"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""this dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""this dress is near casual perfection"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i plan to wear it on breezy summer nights"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""fall dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
850,24,"Great top, runs a little short","Love peplums and love this top! the quality and fabric is beautiful. i did have to size up because it ran a little too short on me, but otherwise great top. really cute to pair with a statement necklace as well!",4,1,1,General Petite,Tops,Blouses,jovens,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":211,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love peplums and love this top"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the quality and fabric is beautiful"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1072,39,Obsessed,"I've already worn this dress 4 times and i bought 3 weeks ago. easy to wear, comfortable and flattering. i love and wish it was available it more patterns.",5,1,1,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":155,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I\'ve already worn this dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""easy to wear"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""comfortable and flattering"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
896,46,Great classic look for fall,"I was really drawn to this burgundy color on this sweater, but wasn't all that impressed with the style. as soon i tried it on, wow it is very flattering. the color is gorgeous, i can see myself using it with jeans, pencil skirts, pants. for reference it does run large, i am usually a x large but i got a large and fits beautifully.",5,1,1,General,Tops,Fine gauge,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":333,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the color is gorgeous"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits beautifully"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1092,27,Love it!,"Love this dress! it's even prettier in person. i found the sizing a little bit on the large side, but i read that many others had the opposite problem, particularly in the bust where i'm small/average for my size. even though it's a little big on me, it looks and feels great.",5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":276,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i found the sizing a little bit on the large side"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""it looks and feels great"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
862,34,,Has anybody washed this shirt a second time? just curious if it continues to shrink.,3,0,0,General,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":84,""features"":1},""language"":""en"",""entities"":[]}'"
1092,41,Beautiful,This dress is beautiful in person. i am 5'1 and was afraid it would be too long but it was perfect. i only need 2 inch heel and it will be fine.  details on the flowers are really nice. one more plus it machine washable.,5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":220,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress is beautiful"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1092,29,,"I love, love, love this absolutely stunning dress. the only problem was that the zipper was very difficult to maneuver, and when it finally went up, the watch it was attached the lining of the dress made a bump in the dress, which was very unflattering on an otherwise very flattering dress. i tried on multiple versions of this dress and had the same design issue with each. i ended up returning it because it bothered me so much.",3,0,1,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":431,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love, love"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""love this absolutely stunning dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""flattering dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
896,37,Poor shape for my body type,"Purchased because i wanted a deep red sweater, and this one was the perfect color. unfortunately i am on the curvier side, with 34g chest, 155lbs 5' 5"", and the med was too big, (i usually wear m or l at retailer.) also the fit ended up being boxy on my body type.",3,0,0,General,Tops,Fine gauge,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":264,""features"":1},""language"":""en"",""entities"":[]}'"
896,35,Its a keeper,"I'm not usually a fan of simple crewneck sweaters but this one has some nice added details that make it a keeper. the dark red oxblood color is really nice (it manages to be a red sweater without feeling overly holiday), the detailing at shoulder/chest is interesting yet subtle enough to not be distracting and doesn't feel bulky at all, the dropped shoulder seams are done correctly and without the body becoming boxy. it does feel like it might run a tad bit large, but only very slightly, not eno",4,1,0,General,Tops,Fine gauge,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[]}'"
1092,37,Weird fit in the bust,I own many retailer dresses but the sizing can be odd. i usually wear a size 4-6 and i have a floreat maxi dress size 4 that works well. i am 34c and based on the reviews i decided to order a size 6. the dress fits well except for he bust area that is very snug/couldn't even get the zipper up. i will probably have to order a size 10 to be able to close the zipper on the bust area but it will be huge everywhere else.the fabric seems very delicate and may develop runs easily. it's a shame because th,2,0,0,General Petite,Dresses,Dresses,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":502,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""i usually wear a size 4-6"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the dress fits well except for he bust area that is very snug/couldn\'t even get the zipper up"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1126,32,"Cute style, very wide",Great coat. love the length but it definitely runs big. i got a m even though i would normally be a l and it's roomy. fabric has pulles under the arms after 1 wear but overall quality is good. very warm. great look for work w. black pants.,4,1,1,General,Jackets,Outerwear,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":239,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""love the length but it definitely runs big"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""overall quality is good"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""great look for work w"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""black pants"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1126,30,Great coat,"I got this coat to throw over slacks at work with the ac, and it's perfect. the picture online is less flattering than in person. found that the medium was too large in shoulders and arm length, small was right for 140lb, 5'8"", typical size 6.",5,1,0,General,Jackets,Outerwear,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":243,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""it\'s perfect"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1092,36,,"This dress is adorable. i found it to be true to size, but i do have a small bust so perhaps that helped with the sizing issue the other reviewer encountered. i love the embroidery throughout, it beautifully constructed and feels lush. i'm 5'9"" and the dress falls to my ankles, but that's ok because it will look beautiful with heels or flats. i love the dress and cant wait to wear but gave it a 4-star rating because of the side zipper. it is extremely hard to zip up past your waist because of th",4,1,6,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress is adorable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i found it to be true to size"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love the embroidery throughout"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love the dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
862,66,"Loved it, but...","I fell in love with this cute top, however after reading reviews, i am going to return it. seems there is a problem with it shrinking after following washing instructions. who wants to dry clean a tank top? not me, sadly. too bad. style was cute and color was awesome.",2,0,2,General,Tops,Knits,terceira idade,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":268,""features"":1},""language"":""en"",""entities"":[]}'"
