Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,age_category,rating_category,result
1103,43,Absolutely beautiful dress!,"I love this dress so much...what an excellent purchase! i wear this with white leggins and love the look. this dress has a sheath underneath the flower pattern that is form fitting, which i think is way sexy from the back. the front part of the dress is very flowy and moves nicely. i love the high neck on this piece and the beautiful colors. a wonderful pick up from retailer.",5,1,0,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":378,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this dress so much...what an excellent purchase"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i wear this with white leggins and love the look"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""this dress has a sheath underneath the flower pattern that is form fitting"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love the high neck on this piece and the beautiful colors"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1059,35,"Fun, funky but really long","The reason i purchased these pants is because i don't have anything like it. they are fun but nice enough to wear in the work place. well constructed, too. the only thing is they are very long. i am 5'4"" and these are probably 3-4 inches below what the picture shows. i had purchased a pair of platform shoes from retailer awhile back that will go perfect with these pants; however, i my still have to have them hemmed. other than that, they run pretty true to size. i usually wear a size 10 and the pa",4,1,0,General Petite,Bottoms,Pants,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":502,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""The reason i purchased these pants is"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""they are fun but nice enough to wear in the work place"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""they are very long"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""these pants"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i usually wear a size 10"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1059,38,Very flattering fit,This is a great pair of trousers for work but can also be dressed down. they are very flattering and runs true to size. they're also a bit highwaisted which i love. my only complaint is that they are unlined. i'm not sure why a nice pair of wool trousers would be unlined. however i'm still giving them 5 stars because the fit and quality outweigh the one con.,5,1,1,General Petite,Bottoms,Pants,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":360,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""they are very flattering and runs true to size"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
840,26,,I love this top! i originally bought the brown/purple pattern and wore it all the time so when i saw the blue and yellow on sale i had to get it. the fabric is really soft and breezy - perfect for the spring to summer weather. the sleeves are a little long on me but doesn't bother me. it runs a little large but works with my style. i would have sized down but it wouldn't have fit in the bust (i'm a 36d). i definitely recommend this top!,5,1,1,General,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":440,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this top"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is really soft and breezy - perfect for the spring to summer weather"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the sleeves are a little long"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i would have sized down"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i definitely recommend this top"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
854,56,Great shirt,This shirt is more stunning in person. the color is a brighter turquoise than shown & the details are beautiful. fits true to size & is very flattering/slimming. love it!,5,1,8,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":170,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This shirt is more stunning in person"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is a brighter turquoise than shown"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the details are beautiful"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits true to size & is very flattering/slimming"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1103,23,Blue lining and awkward arm holes,"The dress i received has a blue lining under the patterned chiffon, unlike the white lining that is pictured. the back of the dress is more open than it appears in the pictures so the blue lining and the large exposed zipper is a significant portion of the dress design. also, the arm holes are cut short which makes the dress feel awkward on. the quality of the dress is very high.",4,1,8,General,Dresses,Dresses,jovens,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":382,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""The dress i received has a blue lining under the patterned chiffon"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the back of the dress is more open than it appears in the pictures so the blue lining and the large exposed zipper is a significant portion of the dress design"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the quality of the dress is very high"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
840,73,On its way back to retailer,The print is very pretty but the fabric is stiff and it runs way too big.  looks great on the model but awful on me.,1,0,1,General,Tops,Blouses,terceira idade,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":116,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""The print is very pretty but the fabric is stiff"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
927,46,Could have been one of the great ones,"I wanted to love this sweater. the color is gorgeous, the pattern unusual, it is soft and warm, and would have gone with so many things. but the cut is awful. mainly the sleeves are way too big, making me look misshapen and my arms look huge. the body was a bit boxy but that would have been workable if the arms had been normal. too bad.",2,0,49,General,Tops,Sweaters,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":338,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""love this sweater"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is gorgeous"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
238,47,Beautiful print and design of suit,This swimsuit is so beautiful and fits wonderfully and is very flattering. comfortable fit as well. love it!,5,1,0,Initmates,Intimate,Swim,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":108,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""comfortable fit as well"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
927,45,Beautigul but boxey,"Love the colors and design, however the sweather is much boxier than what the photo shows, and it is itchy. i am still deciding as it might be fine with a shirt worn underneath it.",3,1,0,General,Tops,Sweaters,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":180,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love the colors and design"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
854,39,Another great tiny henley,"I have quite a few of these tiny henleys because they are unique and comfortable. the color and details of this one are beautiful. if you are a fan of these too, you won't be disappointed with this one.",5,1,5,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":202,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the color and details of this one are beautiful"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
854,44,This top surprised me!,"This too is easy to wear, skins the body nicely & the color is very pretty. some of the retailer tops have issues for me because i find the necklines too low. not this one. the placket lays flat & doesn't expose excessive cleavage. the details on the blouse are pretty & subtle. the top washed well in the delicate cute. just hang it to dry and it looks great!",5,1,1,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":360,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This too is easy to wear"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""not this one"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the details on the blouse are pretty & subtle"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the top washed well in the delicate cute"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
854,64,Beautiful blouse,"Bought this for my daughter in law's birthday. it's just a beautiful, feminine design, well made, nice fabric.. she can wear this for work or for lunch or an evening out. very versatile.",5,1,0,General,Tops,Knits,terceira idade,boa,"b'{""usage"":{""text_units"":1,""text_characters"":186,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""Bought this for my daughter in law\'s birthday"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""nice fabric.. she can wear this for work or for lunch or an evening out"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
854,61,Pretty blouse,This is a pretty blouse but everything else you wear with it needs to be sharp because it can be dowdy otherwise.,5,1,1,General,Tops,Knits,terceira idade,boa,"b'{""usage"":{""text_units"":1,""text_characters"":113,""features"":1},""language"":""en"",""entities"":[]}'"
1094,55,Transitional,I bought this dress in black and i think it will be a great piece to transition with but definitely great during summer. doesn't come down too low on me which is sometimes an issue. the arm holes seem to be on the larger side. i'm 5'3 so it is not this short on me. i'm really happy with this purchase. plus it has pockets!,4,1,4,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":323,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I bought this dress in black and"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""doesn\'t come down too low on me which is sometimes an issue"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1033,31,Wanted to love.,"Wanted to love these pants, they are way, way, too long (i'm 5'4 128lbs for reference). i didn't love the way they looked cuff and didn't think it was worth having them hemmed. loved the color. would work well for someone tall and slim.",3,0,0,General Petite,Bottoms,Jeans,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":236,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Wanted to love these pants"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i didn\'t love the way they looked cuff and didn\'t think it was worth having them hemmed"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""work well for someone tall and slim"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
825,60,Color is spectacular!,Love this blouse and stunning color. the ruffles make it special and different!,5,1,0,General,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":79,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love this blouse"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
861,26,Priced too high,I took this too to the register thinking it was marked down to same price as another tee by the same brand. it wasn't so i ended up paying way too much for a thin tee. will probably return.,3,0,0,General,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":189,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I took this too to the register thinking"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1033,32,Looove,"These are such a great fall staple. the silver color is the perfect grey-olive, and the texture is perfect. doesn't feel like there is extra material like most cords, and they hold their shape throughout the day. the fit is just perfect, i can finally order pants online that i know will fit just perfectly.",5,1,0,General Petite,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":307,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""extra material like most cords"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1033,21,Not mid waist,"These corodorys are considered mid waist but i interpret them as the perfect height for the low waist or regular rise. other than that, they are beautiful so comfortable not stretchey yet not constricting. i'm 5'6"" 107lb got a size 25 and i need a belt in the waist but the butt and legs are perfect and the waist isn't too big just not constricting. i always get urban outfitter corodorys but this year their quality is bad and these made of up it 100% plus the length is perfect",5,1,0,General Petite,Bottoms,Jeans,jovens,boa,"b'{""usage"":{""text_units"":1,""text_characters"":480,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""beautiful so comfortable not stretchey"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""are perfect and the waist isn\'t too big just not constricting"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1035,40,,"These jeans are great, however they are very long. i am 5'4 and i should have ordered a petite size. even though i never have to buy petite size pants. wish they made these a bit shorter.",4,1,0,General,Bottoms,Jeans,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":187,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""These jeans are great"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,40,Pretty but runs large,"This is a lovely dress looks very expensive, nice fabric and detail. i'm 6ft tall 160lb. i normally order a l/10 but got an m color black because other sizes were sold out. length wise the dress is a little shorter than it looks on the model, but then again i'm pretty tall. you can't really tell on the online photo but this dress has a white undergarment, which makes it great because of the see through detail on the fabric. size wise, i felt like even with an m the dress is oversized. it sits we",4,1,0,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""This is a lovely dress looks very expensive"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""nice fabric and detail"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the dress is a little shorter"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1033,59,Comfortable,"I ordered the dusty pink color and love it. works well with many colors and tops. i am 5' 6"" and 121 lbs. with an athletic lean body. i do have a butt however and a small waist. i vary between a 26 and 27. ordered both because i could see this was a very slim pant. i could barely get the 26 up over my hips. the 27 fits like a glove, with just the right amount of stretch. i can't see these pants bagging after wear, which is something we all hate. love these pants and i know i will wear them often",5,1,1,General Petite,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I ordered the dusty pink color"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""ordered"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""i can\'t see these pants bagging after wear"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""love these pants"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i will wear them often"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1033,31,Great corduroy by pilcro,Tts - bought my usual pilcro size. enjoy the fit of these better than the serif style.,4,1,0,General Petite,Bottoms,Jeans,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":86,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""these better than the serif style"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
866,32,Really comfortable and cute - extremely soft fabri,"This is probably the softest, most flattering hoodie that i have ever worn. i can dress it up or down and it has drapes really beautifully. great for spring & summer, love it as a coverall at the beach. my partner rarely compliments my clothes and actually told me how much he liked the way it looked on me. highly recommend.",5,1,3,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":325,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This is probably the softest"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i can dress it up or down"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1033,36,Great pants,"These are flattering and the colors are really nice. they're a bit tighter than other pilcro pants i've tried, but the material is stretchy.",5,1,0,General Petite,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":140,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the colors are really nice"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,25,Adorable easy dress,"I love this dress! high quality dress in a classic style. the cotton eyelet detailing is my favorite part and really elevates this from just another black dress. it is a swing silhouette (as described in the product description) so there is a little more volume than a regular dress, but that's what makes it fun and breezy! great dress, can't wait to wear it when it gets a little warmer.",5,1,1,General Petite,Dresses,Dresses,jovens,boa,"b'{""usage"":{""text_units"":1,""text_characters"":389,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""high quality dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""black dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""great dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""can\'t wait to wear it when it gets a little warmer"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1099,62,I don't get it...,"I know this is supposed to be a loose, flowy fit which is exactly the style i love. however, this is beyond tent-like. i'm 40 weeks pregnant and i can probably fit two of me in my normal size small. fabric is very thin and pattern looks like drab wallpaper. huge bummer, especially after seeing a few 5-stars.",3,0,1,General,Dresses,Dresses,terceira idade,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":309,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""fabric is very thin and pattern"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1033,66,Favorite purchase this year,"Love these.  i bought the grey which is a grey/taupe/light olive chameleon.  totally depends upon what i wear with them.  the rolled up cuff is adorable and the material is perfect.  the fit is true to size - tight but not restrictive.  comfy all day long.   and best of all, they don't stretch out over the day.   i'm 5'10, a size 6 normally and a size 28 fit me perfectly.",5,1,0,General Petite,Bottoms,Jeans,terceira idade,boa,"b'{""usage"":{""text_units"":1,""text_characters"":374,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love these"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,45,It won't fit over the chest,"I saw this dress in the store and loved everything about it. they had an extra large, i usually wear a large, and i thought it would perfect with some leggings. i tried to get the dress over my chest but no chance. my sister who wears a medium tried to put it in too and she couldn't fit it past her chest either. we flipped it inside out and couldn't find a zipper. maybe the dress in the store was mislabeled but the bust ran very small. it's too bad, it looked adorable and i was so excited to try",1,0,0,General Petite,Dresses,Dresses,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""i usually wear a large"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""maybe the dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1033,52,Beautiful color,"I just received the pink in the mail. i am 5' 5"" and around 140. i ordered the size 29, they fit perfectly. they are a very straight leg with a snug fit. you can adjust the cuff to whatever length you need or unroll them completely. the fabric is of beautiful quality. i basically never wear corduroy because it can add pounds. not so with this pair of pants. i am thinking about another color!!",5,1,0,General Petite,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":395,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""fit perfectly"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""they are a very straight leg with a snug fit"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is of beautiful quality"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,37,Perfect comfy little dress,"Just picked this up at the store 40% off sale price, well worth it! the petite hits perfect on my 5'3"" frame, right about where it hits the model in the pic. very well made good quality piece i can see myself wearing quite often.",5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":229,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""very well made good quality piece i can see myself wearing quite often"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
