Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,age_category,rating_category,result
1094,36,,"I loved the fabric design. the fabric itself is a bit strange to the touch. i'm hoping it will soften with time. and the smell from the fabric is a bit strange. however, i love the fit and cut and pattern. i will gently hand wash it and hope for the best.",4,1,0,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":255,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I loved the fabric design"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric itself is a bit strange to the touch"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is a bit strange"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love the fit"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i will gently hand wash it and hope for the best"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1020,40,Love it!,It's a beautiful skirt. the color is vivid and the skirt is flattering.,5,1,2,General,Bottoms,Skirts,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":71,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the color is vivid and the skirt is flattering"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1094,32,,"Got the wine color and love it! the design definitely is slimming! 5'1, 120lb, got  size 4.",5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":91,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the design definitely is slimming"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
941,55,Beautiful periwinkle softness,This sweater is gorgeous! the color is a true periwinkle which really attracted me to it. the bell sleeves are a nice change. i have very long arms and they fit perfectly. i could wear this sweater out.,5,1,2,General,Tops,Sweaters,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":202,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the color is a true periwinkle which really attracted me to it"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""bell sleeves are a nice change"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""fit perfectly"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i could wear this sweater out"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1020,38,"Beautiful cut, fabric not so great","I love the skirt! the color is beautiful, but i didn't love the fabric. it's too delicate and not great for a mom with two busy boys.",4,1,0,General,Bottoms,Skirts,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":133,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love the skirt"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is beautiful"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1033,38,Lean and long,Love the high rise and stretch of this jean- i feel long and lean which is tough for a short curvy girl! i feel these run a little small for pilcro- i went up a size.,5,1,2,General,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":166,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
830,41,,This top is so pretty. the fabric is absolutely gorgeous and the lace on the collar and back add an elegant old world vibe to this beautiful blouse. it is very light and flowy and i can imagine it will be nice and cool for those hot summer days to come. i am rather large chested so it does look a little tent like from the side but that is not the case fron the front and honestly i really don't care because it is so comfortable and pretty. i know i will wear this top quite a bit this summer.,5,1,2,General,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":495,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This top is so pretty"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is absolutely gorgeous and the lace on the collar and back"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""it is very light and flowy"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i can imagine it will be nice and cool for those hot summer days to come"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i know i will wear this top quite a bit this summer"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1094,64,Wine color extremely drab; styling unflattering,"I wanted this dress in wine for a holiday party. but it just has no life whatsoever. unlike prior reviewer, i found nothing to dislike about the fabric. the fabric is fine and the fit is fine. i'm sometimes an 8 and sometimes a 6; took this in an 8 and definitely would not size down. it's relatively close- and well-fitting, but the sleeves and neckline further ruined it for me. the sleeves are shapeless, long and baggy. the neckline is just blah. it needs to be neater, trimmer, more cut. the ruc",3,0,25,General Petite,Dresses,Dresses,terceira idade,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the fabric is fine and the fit is fine"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the sleeves are shapeless"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the neckline is just blah"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1008,40,,"This is interesting material- very heavy and smooth. it is fits great, i was able to size down. the color is a brown/copper and should match most things. overall, it is a great skirt for colder weather since it is thick material.",4,1,0,General Petite,Bottoms,Skirts,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":229,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This is interesting material"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits great"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is a brown/copper and should match most things"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""overall, it is a great skirt for colder weather since it is thick material"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1094,45,Great fit!,"I needed a modest dress with sleeves for a few events, and when this went on sale, i thought it might fit the bill. it does, and at under $30, it was a no-brainer flattering fit, attractive, tts, and the gathers over the middle hide my mommy tummy. i like that i can wear a normal bra with it, too. i can see what other reviewers are saying about the weird feel of the fabric, but it doesn't bother me. this dress will work well for evening and winter events and i'm glad it's in my closet.",4,1,0,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":490,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I needed a modest dress with sleeves for a few events"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""this dress will work well for evening"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,62,Curves ahead,I love this dress. the fabric is creative...checked lace. the silhouette is figure flattering. work appropriate and can wear it for dinner with a change of shoes and jewelry.,5,1,0,General Petite,Dresses,Dresses,terceira idade,boa,"b'{""usage"":{""text_units"":1,""text_characters"":174,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is creative...checked lace"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1072,52,Love!,"Love, love, love this dress! the color is a beautiful blue grey, and the peach embroidery has just a tiny bit of sparkle. can be dressed up or down.",5,1,0,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":148,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love, love"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""love this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is a beautiful blue grey"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1085,43,Expect it to be the same length as on model,"It was a little shorter than i expected i am 5'8 and 125 pounds. i ordered the extra small and it was a perfect fit aside from length. at 42 yrs old, i can't wear mid thigh dresses to work. hit hit me at the same length it hit the model in the picture.... even though she is 5'10. if you are 5'6 and below this is a beautiful dress",4,1,2,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":331,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""a perfect fit aside from length"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i can\'t wear mid thigh dresses to work"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1013,31,"Lovely fabric, unsure of fit","The fabric of this skirt is absolutely beautiful. however the fit, albeit unique, is not extremely flattering in my opinion. it may be because i am somewhat of a pear/hourglass shape rather than a more straight shape, but the fit is a little off imo. i am 5'8"" and 135# and ordered both the 6 & 8 and felt the 8 fit a little better.",3,1,0,General,Bottoms,Skirts,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":332,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""The fabric of this skirt is absolutely beautiful"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1033,57,Black pilcor pants,"These are called jeans but they aren't exactly jean material. they are black with a nice stretch to the fabric. a bit tighter on the thighs than the flare jeans but the stretch to the fabric makes it work. i like these very much, a very slimming effect. mid rise- which looks very chic.highly recommend!",5,1,1,General,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":303,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""they aren\'t exactly jean material"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""they are black with a nice stretch to the fabric"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1094,49,,Love the perfectly placed ruching. the red lace over black and elegant. fits like a glove. gives me great curves,4,1,0,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":112,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""Love the perfectly placed ruching"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits like a glove"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
941,46,Beautiful sweater,This beautiful blue sweater was exactly what i wanted!,5,1,0,General,Tops,Sweaters,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":54,""features"":1},""language"":""en"",""entities"":[]}'"
1072,51,Loved how the front looked.,"I liked the way the dress looked in the front, but the material in the back was knit and very clingy. i did not think it was flattering on me.",4,1,0,General,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":142,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the dress looked"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1008,26,"Simple , lovely color. interesting neoprene fabric","I usually wear size 4 but the 2 was perfect, 4 would have definitely been loose. really nice zipper in the back, this skirt is thick and has a stiff/bouncy construction to it due to the neoprene which i was worried would make me look large but it is still soft enough that it doesn't do that. i usually have to get petite for retailer and this was no exception, the nonpetite goes beyond my knees awkwardly...

strangely enough, my only criticism for this is that the outer shell seems to get largish w",5,1,0,General Petite,Bottoms,Skirts,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":502,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""really nice zipper"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""strangely enough"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1033,46,Love these!,As always these pilcro pants did not disappoint. i can always order a size 26 and know they will fit like a custom pant. i actually like the fit on me better than shown on the model. there is no crotch hang like in the photo. i need to wear heels with these because of the length but heels and flares are very slimming.,5,1,1,General,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":319,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""As always these pilcro"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""there is no crotch hang like in the photo"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""COMPANY"",""text"":""i need to wear heels with these because of the length but heels"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,45,Elorn will be worn,Great dress for a party or a more conservative event.  love the style and fit.  a little hard to get on and off...,4,1,1,General,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":114,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Great dress for a party or a more conservative event"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""love the style and fit"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
1020,44,Simply sweet skirt,"I was so surprised to find this in the sale. it is beautiful. light and airy while lined. the color is bright and fun. it is so comfortable. i ordered an xs based on reviews (this is my typical size in this type of style) and it fit great. i ordered the regular length even though i am only 5'4"". i am about 120#. will be an easy ""go to"" skirt to throw on for a casual look or can be dressed up. did i mention comfortable?",5,1,0,General,Bottoms,Skirts,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":422,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I was so surprised to find this in the sale"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is bright and fun"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,48,"Good dress, makes your figure look great","This dress worked well on me (not too curvy). it's fitted and enhances curves in a nice way. the patterns looked nice, too.",4,1,2,General,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":123,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress worked well on me"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the patterns looked nice"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1020,48,Good skirt,"This is a good skirt, although i think the fabric keeps it from being great. it fits well, has a good shape, and drapes nicely. the synthetic material is ok, and i'll keep it, but it may limit the use. i'll wear it to work, but probably not to nicer events.",4,1,0,General Petite,Bottoms,Skirts,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":257,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""This is a good skirt"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""it fits well"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the synthetic material is ok"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
941,45,Thick and cozy,"I love this sweater, especially the sleeves. i'm 5'2 and athletic so i don't' feel that it is the most flattering for my figure but i love it so much that i kept it!",4,1,0,General,Tops,Sweaters,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":165,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this sweater"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
1094,36,Nothing special,"I tried this dress on in the store. it looked frumpy. the ruching was not flattering. the fabric felt cheap. i think for the price there are plenty of other options for dresses than can give you a ""wow"" look. i'm 5'1"" 107lbs and the 0p fit fine.",3,0,0,General,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":245,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the fabric felt cheap"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i think for the price there are plenty of other options for dresses than can give you a \\""wow\\"" look"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'"
941,48,Itchy,"Cute, but very itchy! have to wear a long sleeve tee underneath!",2,0,0,General,Tops,Sweaters,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":64,""features"":1},""language"":""en"",""entities"":[]}'"
1020,75,,"The color is nice and the material is what you might find used by a high school drama club with a low budget - a very cheap polyester. on top of that - it is unhemmed and unfinished in any way - so you can bet, that about the second or third wearing there are going to be runs all through the thing. i've attached a picture of the ""hem"" below. on top of that - the ruching is awkward (as mentioned by another reviewers). all in all - kind of terrible.",1,0,0,General Petite,Bottoms,Skirts,terceira idade,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":451,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""The color is nice"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""on top of that"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""on top of that"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1039,44,Mom jeans worthy of a snl skit,"Woah, these jeans looked ridiculous on me. i felt as though it was 1987 and i was raiding my mom's closet. the combination of the light wash, the crop leg and high waist with the odd stitching around the midsection make this a no. it really accentuates any pouch you may have. i was looking for a high waisted denim but these are very unflattering. i am 5'3"" / 140 curvy. no, no, no!",2,0,6,General,Bottoms,Jeans,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":383,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""these jeans looked ridiculous on me"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the combination of"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'"
1072,29,,"This is a beautiful dress! blend of materials give it a great feel, the cut and style are very flattering. colors allow it to be carried over multiple seasons either on its own or layered for colder weather! very happy with this investment!",5,1,0,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":240,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""This is a beautiful dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""are very flattering"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""colors allow it to be carried over multiple seasons either on its own or layered for colder weather"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""very happy with this investment"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'"
941,42,For people with really long arms!,"I am 5'3"" and the arms of this sweater run at least 2 inches past my finger tips. if the arms were not quite so rediculously long then i would definitely keep it but unless you are tall, it just doesn't work. also, i felt the length of the waste was a little shorter than what is pictured online. sigh.",2,0,0,General,Tops,Sweaters,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":302,""features"":1},""language"":""en"",""entities"":[]}'"
